DATAFLOW,LAST UPDATE,freq,age,unit,sex,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:TESEM140(1.0),14/04/25 23:00:00,Annual,From 15 to 24 years,Percentage of population in the labour force,Females,Lithuania,2020,17.3,,
ESTAT:TESEM140(1.0),14/04/25 23:00:00,Annual,From 15 to 24 years,Percentage of population in the labour force,Females,Lithuania,2021,14.7,,
ESTAT:TESEM140(1.0),14/04/25 23:00:00,Annual,From 15 to 24 years,Percentage of population in the labour force,Females,Lithuania,2022,10.4,,
ESTAT:TESEM140(1.0),14/04/25 23:00:00,Annual,From 15 to 24 years,Percentage of population in the labour force,Females,Lithuania,2023,10.2,,
ESTAT:TESEM140(1.0),14/04/25 23:00:00,Annual,From 15 to 24 years,Percentage of population in the labour force,Females,Lithuania,2024,16.4,u,
ESTAT:TESEM140(1.0),14/04/25 23:00:00,Annual,From 15 to 24 years,Percentage of population in the labour force,Females,Luxembourg,2009,17.8,,
ESTAT:TESEM140(1.0),14/04/25 23:00:00,Annual,From 15 to 24 years,Percentage of population in the labour force,Females,Luxembourg,2010,10.2,u,
ESTAT:TESEM140(1.0),14/04/25 23:00:00,Annual,From 15 to 24 years,Percentage of population in the labour force,Females,Luxembourg,2011,20.8,,
ESTAT:TESEM140(1.0),14/04/25 23:00:00,Annual,From 15 to 24 years,Percentage of population in the labour force,Females,Luxembourg,2012,18.6,,
ESTAT:TESEM140(1.0),14/04/25 23:00:00,Annual,From 15 to 24 years,Percentage of population in the labour force,Females,Luxembourg,2013,10.9,u,
ESTAT:TESEM140(1.0),14/04/25 23:00:00,Annual,From 15 to 24 years,Percentage of population in the labour force,Females,Luxembourg,2014,18.1,,
ESTAT:TESEM140(1.0),14/04/25 23:00:00,Annual,From 15 to 24 years,Percentage of population in the labour force,Females,Luxembourg,2015,15.7,b,
ESTAT:TESEM140(1.0),14/04/25 23:00:00,Annual,From 15 to 24 years,Percentage of population in the labour force,Females,Luxembourg,2016,18.0,,
ESTAT:TESEM140(1.0),14/04/25 23:00:00,Annual,From 15 to 24 years,Percentage of population in the labour force,Females,Luxembourg,2017,13.2,,
ESTAT:TESEM140(1.0),14/04/25 23:00:00,Annual,From 15 to 24 years,Percentage of population in the labour force,Females,Luxembourg,2018,11.9,,
ESTAT:TESEM140(1.0),14/04/25 23:00:00,Annual,From 15 to 24 years,Percentage of population in the labour force,Females,Luxembourg,2019,16.0,,
ESTAT:TESEM140(1.0),14/04/25 23:00:00,Annual,From 15 to 24 years,Percentage of population in the labour force,Females,Luxembourg,2020,21.3,,
ESTAT:TESEM140(1.0),14/04/25 23:00:00,Annual,From 15 to 24 years,Percentage of population in the labour force,Females,Luxembourg,2021,16.1,,
ESTAT:TESEM140(1.0),14/04/25 23:00:00,Annual,From 15 to 24 years,Percentage of population in the labour force,Females,Luxembourg,2022,18.5,,
ESTAT:TESEM140(1.0),14/04/25 23:00:00,Annual,From 15 to 24 years,Percentage of population in the labour force,Females,Luxembourg,2023,22.7,u,
ESTAT:TESEM140(1.0),14/04/25 23:00:00,Annual,From 15 to 24 years,Percentage of population in the labour force,Females,Luxembourg,2024,18.1,u,
ESTAT:TESEM140(1.0),14/04/25 23:00:00,Annual,From 15 to 24 years,Percentage of population in the labour force,Females,Latvia,2009,29.2,,
ESTAT:TESEM140(1.0),14/04/25 23:00:00,Annual,From 15 to 24 years,Percentage of population in the labour force,Females,Latvia,2010,34.8,,
ESTAT:TESEM140(1.0),14/04/25 23:00:00,Annual,From 15 to 24 years,Percentage of population in the labour force,Females,Latvia,2011,30.6,,
ESTAT:TESEM140(1.0),14/04/25 23:00:00,Annual,From 15 to 24 years,Percentage of population in the labour force,Females,Latvia,2012,29.5,,
ESTAT:TESEM140(1.0),14/04/25 23:00:00,Annual,From 15 to 24 years,Percentage of population in the labour force,Females,Latvia,2013,24.9,,
ESTAT:TESEM140(1.0),14/04/25 23:00:00,Annual,From 15 to 24 years,Percentage of population in the labour force,Females,Latvia,2014,20.0,,
ESTAT:TESEM140(1.0),14/04/25 23:00:00,Annual,From 15 to 24 years,Percentage of population in the labour force,Females,Latvia,2015,14.2,,
ESTAT:TESEM140(1.0),14/04/25 23:00:00,Annual,From 15 to 24 years,Percentage of population in the labour force,Females,Latvia,2016,12.4,,
ESTAT:TESEM140(1.0),14/04/25 23:00:00,Annual,From 15 to 24 years,Percentage of population in the labour force,Females,Latvia,2017,15.4,,
ESTAT:TESEM140(1.0),14/04/25 23:00:00,Annual,From 15 to 24 years,Percentage of population in the labour force,Females,Latvia,2018,11.8,,
ESTAT:TESEM140(1.0),14/04/25 23:00:00,Annual,From 15 to 24 years,Percentage of population in the labour force,Females,Latvia,2019,10.1,u,
ESTAT:TESEM140(1.0),14/04/25 23:00:00,Annual,From 15 to 24 years,Percentage of population in the labour force,Females,Latvia,2020,15.5,,
ESTAT:TESEM140(1.0),14/04/25 23:00:00,Annual,From 15 to 24 years,Percentage of population in the labour force,Females,Latvia,2021,14.6,,
ESTAT:TESEM140(1.0),14/04/25 23:00:00,Annual,From 15 to 24 years,Percentage of population in the labour force,Females,Latvia,2022,10.2,u,
ESTAT:TESEM140(1.0),14/04/25 23:00:00,Annual,From 15 to 24 years,Percentage of population in the labour force,Females,Latvia,2023,10.0,,
ESTAT:TESEM140(1.0),14/04/25 23:00:00,Annual,From 15 to 24 years,Percentage of population in the labour force,Females,Latvia,2024,14.1,,
ESTAT:TESEM140(1.0),14/04/25 23:00:00,Annual,From 15 to 24 years,Percentage of population in the labour force,Females,Montenegro,2011,38.4,,
ESTAT:TESEM140(1.0),14/04/25 23:00:00,Annual,From 15 to 24 years,Percentage of population in the labour force,Females,Montenegro,2012,37.6,,
ESTAT:TESEM140(1.0),14/04/25 23:00:00,Annual,From 15 to 24 years,Percentage of population in the labour force,Females,Montenegro,2013,37.2,,
ESTAT:TESEM140(1.0),14/04/25 23:00:00,Annual,From 15 to 24 years,Percentage of population in the labour force,Females,Montenegro,2014,35.4,,
ESTAT:TESEM140(1.0),14/04/25 23:00:00,Annual,From 15 to 24 years,Percentage of population in the labour force,Females,Montenegro,2015,34.5,,
ESTAT:TESEM140(1.0),14/04/25 23:00:00,Annual,From 15 to 24 years,Percentage of population in the labour force,Females,Montenegro,2016,34.6,,
ESTAT:TESEM140(1.0),14/04/25 23:00:00,Annual,From 15 to 24 years,Percentage of population in the labour force,Females,Montenegro,2017,33.1,,
ESTAT:TESEM140(1.0),14/04/25 23:00:00,Annual,From 15 to 24 years,Percentage of population in the labour force,Females,Montenegro,2018,23.6,,
ESTAT:TESEM140(1.0),14/04/25 23:00:00,Annual,From 15 to 24 years,Percentage of population in the labour force,Females,Montenegro,2019,24.3,,
ESTAT:TESEM140(1.0),14/04/25 23:00:00,Annual,From 15 to 24 years,Percentage of population in the labour force,Females,Montenegro,2020,39.7,,
ESTAT:TESEM140(1.0),14/04/25 23:00:00,Annual,From 15 to 24 years,Percentage of population in the labour force,Females,North Macedonia,2009,59.4,,
ESTAT:TESEM140(1.0),14/04/25 23:00:00,Annual,From 15 to 24 years,Percentage of population in the labour force,Females,North Macedonia,2010,53.3,,
ESTAT:TESEM140(1.0),14/04/25 23:00:00,Annual,From 15 to 24 years,Percentage of population in the labour force,Females,North Macedonia,2011,54.8,,
ESTAT:TESEM140(1.0),14/04/25 23:00:00,Annual,From 15 to 24 years,Percentage of population in the labour force,Females,North Macedonia,2012,51.8,,
ESTAT:TESEM140(1.0),14/04/25 23:00:00,Annual,From 15 to 24 years,Percentage of population in the labour force,Females,North Macedonia,2013,51.0,,
ESTAT:TESEM140(1.0),14/04/25 23:00:00,Annual,From 15 to 24 years,Percentage of population in the labour force,Females,North Macedonia,2014,55.0,,
ESTAT:TESEM140(1.0),14/04/25 23:00:00,Annual,From 15 to 24 years,Percentage of population in the labour force,Females,North Macedonia,2015,43.3,,
ESTAT:TESEM140(1.0),14/04/25 23:00:00,Annual,From 15 to 24 years,Percentage of population in the labour force,Females,North Macedonia,2016,48.8,,
ESTAT:TESEM140(1.0),14/04/25 23:00:00,Annual,From 15 to 24 years,Percentage of population in the labour force,Females,North Macedonia,2017,48.6,,
ESTAT:TESEM140(1.0),14/04/25 23:00:00,Annual,From 15 to 24 years,Percentage of population in the labour force,Females,North Macedonia,2018,43.2,,
ESTAT:TESEM140(1.0),14/04/25 23:00:00,Annual,From 15 to 24 years,Percentage of population in the labour force,Females,North Macedonia,2019,38.9,,
ESTAT:TESEM140(1.0),14/04/25 23:00:00,Annual,From 15 to 24 years,Percentage of population in the labour force,Females,North Macedonia,2020,38.6,,
ESTAT:TESEM140(1.0),14/04/25 23:00:00,Annual,From 15 to 24 years,Percentage of population in the labour force,Females,Malta,2009,12.5,,
ESTAT:TESEM140(1.0),14/04/25 23:00:00,Annual,From 15 to 24 years,Percentage of population in the labour force,Females,Malta,2010,11.8,,
ESTAT:TESEM140(1.0),14/04/25 23:00:00,Annual,From 15 to 24 years,Percentage of population in the labour force,Females,Malta,2011,12.9,,
ESTAT:TESEM140(1.0),14/04/25 23:00:00,Annual,From 15 to 24 years,Percentage of population in the labour force,Females,Malta,2012,14.5,,
ESTAT:TESEM140(1.0),14/04/25 23:00:00,Annual,From 15 to 24 years,Percentage of population in the labour force,Females,Malta,2013,10.4,,
ESTAT:TESEM140(1.0),14/04/25 23:00:00,Annual,From 15 to 24 years,Percentage of population in the labour force,Females,Malta,2014,9.5,,
ESTAT:TESEM140(1.0),14/04/25 23:00:00,Annual,From 15 to 24 years,Percentage of population in the labour force,Females,Malta,2015,9.8,,
ESTAT:TESEM140(1.0),14/04/25 23:00:00,Annual,From 15 to 24 years,Percentage of population in the labour force,Females,Malta,2016,11.4,,
ESTAT:TESEM140(1.0),14/04/25 23:00:00,Annual,From 15 to 24 years,Percentage of population in the labour force,Females,Malta,2017,9.9,,
ESTAT:TESEM140(1.0),14/04/25 23:00:00,Annual,From 15 to 24 years,Percentage of population in the labour force,Females,Malta,2018,6.7,,
ESTAT:TESEM140(1.0),14/04/25 23:00:00,Annual,From 15 to 24 years,Percentage of population in the labour force,Females,Malta,2019,8.6,,
ESTAT:TESEM140(1.0),14/04/25 23:00:00,Annual,From 15 to 24 years,Percentage of population in the labour force,Females,Malta,2020,8.3,u,
ESTAT:TESEM140(1.0),14/04/25 23:00:00,Annual,From 15 to 24 years,Percentage of population in the labour force,Females,Malta,2021,6.0,u,
ESTAT:TESEM140(1.0),14/04/25 23:00:00,Annual,From 15 to 24 years,Percentage of population in the labour force,Females,Malta,2022,6.0,u,
ESTAT:TESEM140(1.0),14/04/25 23:00:00,Annual,From 15 to 24 years,Percentage of population in the labour force,Females,Malta,2023,,u,
ESTAT:TESEM140(1.0),14/04/25 23:00:00,Annual,From 15 to 24 years,Percentage of population in the labour force,Females,Malta,2024,8.4,u,
ESTAT:TESEM140(1.0),14/04/25 23:00:00,Annual,From 15 to 24 years,Percentage of population in the labour force,Females,Netherlands,2009,9.7,,
ESTAT:TESEM140(1.0),14/04/25 23:00:00,Annual,From 15 to 24 years,Percentage of population in the labour force,Females,Netherlands,2010,10.7,,
ESTAT:TESEM140(1.0),14/04/25 23:00:00,Annual,From 15 to 24 years,Percentage of population in the labour force,Females,Netherlands,2011,10.2,,
ESTAT:TESEM140(1.0),14/04/25 23:00:00,Annual,From 15 to 24 years,Percentage of population in the labour force,Females,Netherlands,2012,12.0,,
ESTAT:TESEM140(1.0),14/04/25 23:00:00,Annual,From 15 to 24 years,Percentage of population in the labour force,Females,Netherlands,2013,13.0,,
ESTAT:TESEM140(1.0),14/04/25 23:00:00,Annual,From 15 to 24 years,Percentage of population in the labour force,Females,Netherlands,2014,13.2,,
ESTAT:TESEM140(1.0),14/04/25 23:00:00,Annual,From 15 to 24 years,Percentage of population in the labour force,Females,Netherlands,2015,11.6,,
ESTAT:TESEM140(1.0),14/04/25 23:00:00,Annual,From 15 to 24 years,Percentage of population in the labour force,Females,Netherlands,2016,10.8,,
ESTAT:TESEM140(1.0),14/04/25 23:00:00,Annual,From 15 to 24 years,Percentage of population in the labour force,Females,Netherlands,2017,9.5,,
ESTAT:TESEM140(1.0),14/04/25 23:00:00,Annual,From 15 to 24 years,Percentage of population in the labour force,Females,Netherlands,2018,7.6,,
ESTAT:TESEM140(1.0),14/04/25 23:00:00,Annual,From 15 to 24 years,Percentage of population in the labour force,Females,Netherlands,2019,7.2,,
ESTAT:TESEM140(1.0),14/04/25 23:00:00,Annual,From 15 to 24 years,Percentage of population in the labour force,Females,Netherlands,2020,9.7,,
ESTAT:TESEM140(1.0),14/04/25 23:00:00,Annual,From 15 to 24 years,Percentage of population in the labour force,Females,Netherlands,2021,9.0,,
ESTAT:TESEM140(1.0),14/04/25 23:00:00,Annual,From 15 to 24 years,Percentage of population in the labour force,Females,Netherlands,2022,8.0,,
ESTAT:TESEM140(1.0),14/04/25 23:00:00,Annual,From 15 to 24 years,Percentage of population in the labour force,Females,Netherlands,2023,8.2,,
ESTAT:TESEM140(1.0),14/04/25 23:00:00,Annual,From 15 to 24 years,Percentage of population in the labour force,Females,Netherlands,2024,8.5,,
ESTAT:TESEM140(1.0),14/04/25 23:00:00,Annual,From 15 to 24 years,Percentage of population in the labour force,Females,Norway,2009,10.1,,
ESTAT:TESEM140(1.0),14/04/25 23:00:00,Annual,From 15 to 24 years,Percentage of population in the labour force,Females,Norway,2010,10.1,,
ESTAT:TESEM140(1.0),14/04/25 23:00:00,Annual,From 15 to 24 years,Percentage of population in the labour force,Females,Norway,2011,9.9,,
ESTAT:TESEM140(1.0),14/04/25 23:00:00,Annual,From 15 to 24 years,Percentage of population in the labour force,Females,Norway,2012,9.6,,
ESTAT:TESEM140(1.0),14/04/25 23:00:00,Annual,From 15 to 24 years,Percentage of population in the labour force,Females,Norway,2013,10.1,,
ESTAT:TESEM140(1.0),14/04/25 23:00:00,Annual,From 15 to 24 years,Percentage of population in the labour force,Females,Norway,2014,9.2,,
ESTAT:TESEM140(1.0),14/04/25 23:00:00,Annual,From 15 to 24 years,Percentage of population in the labour force,Females,Norway,2015,11.4,,
ESTAT:TESEM140(1.0),14/04/25 23:00:00,Annual,From 15 to 24 years,Percentage of population in the labour force,Females,Norway,2016,11.8,,
ESTAT:TESEM140(1.0),14/04/25 23:00:00,Annual,From 15 to 24 years,Percentage of population in the labour force,Females,Norway,2017,11.4,,
ESTAT:TESEM140(1.0),14/04/25 23:00:00,Annual,From 15 to 24 years,Percentage of population in the labour force,Females,Norway,2018,10.7,,
ESTAT:TESEM140(1.0),14/04/25 23:00:00,Annual,From 15 to 24 years,Percentage of population in the labour force,Females,Norway,2019,11.4,,
ESTAT:TESEM140(1.0),14/04/25 23:00:00,Annual,From 15 to 24 years,Percentage of population in the labour force,Females,Norway,2020,12.7,,
ESTAT:TESEM140(1.0),14/04/25 23:00:00,Annual,From 15 to 24 years,Percentage of population in the labour force,Females,Norway,2021,11.8,,
ESTAT:TESEM140(1.0),14/04/25 23:00:00,Annual,From 15 to 24 years,Percentage of population in the labour force,Females,Norway,2022,8.8,,
ESTAT:TESEM140(1.0),14/04/25 23:00:00,Annual,From 15 to 24 years,Percentage of population in the labour force,Females,Norway,2023,10.6,,
ESTAT:TESEM140(1.0),14/04/25 23:00:00,Annual,From 15 to 24 years,Percentage of population in the labour force,Females,Norway,2024,11.4,,
ESTAT:TESEM140(1.0),14/04/25 23:00:00,Annual,From 15 to 24 years,Percentage of population in the labour force,Females,Poland,2009,21.3,,
ESTAT:TESEM140(1.0),14/04/25 23:00:00,Annual,From 15 to 24 years,Percentage of population in the labour force,Females,Poland,2010,25.4,b,
ESTAT:TESEM140(1.0),14/04/25 23:00:00,Annual,From 15 to 24 years,Percentage of population in the labour force,Females,Poland,2011,28.6,,
ESTAT:TESEM140(1.0),14/04/25 23:00:00,Annual,From 15 to 24 years,Percentage of population in the labour force,Females,Poland,2012,30.0,,
ESTAT:TESEM140(1.0),14/04/25 23:00:00,Annual,From 15 to 24 years,Percentage of population in the labour force,Females,Poland,2013,30.2,,
ESTAT:TESEM140(1.0),14/04/25 23:00:00,Annual,From 15 to 24 years,Percentage of population in the labour force,Females,Poland,2014,25.6,,
ESTAT:TESEM140(1.0),14/04/25 23:00:00,Annual,From 15 to 24 years,Percentage of population in the labour force,Females,Poland,2015,21.0,,
ESTAT:TESEM140(1.0),14/04/25 23:00:00,Annual,From 15 to 24 years,Percentage of population in the labour force,Females,Poland,2016,18.1,,
ESTAT:TESEM140(1.0),14/04/25 23:00:00,Annual,From 15 to 24 years,Percentage of population in the labour force,Females,Poland,2017,15.1,,
ESTAT:TESEM140(1.0),14/04/25 23:00:00,Annual,From 15 to 24 years,Percentage of population in the labour force,Females,Poland,2018,12.1,,
ESTAT:TESEM140(1.0),14/04/25 23:00:00,Annual,From 15 to 24 years,Percentage of population in the labour force,Females,Poland,2019,9.8,b,
ESTAT:TESEM140(1.0),14/04/25 23:00:00,Annual,From 15 to 24 years,Percentage of population in the labour force,Females,Poland,2020,11.4,,
ESTAT:TESEM140(1.0),14/04/25 23:00:00,Annual,From 15 to 24 years,Percentage of population in the labour force,Females,Poland,2021,12.3,,
ESTAT:TESEM140(1.0),14/04/25 23:00:00,Annual,From 15 to 24 years,Percentage of population in the labour force,Females,Poland,2022,11.2,,
ESTAT:TESEM140(1.0),14/04/25 23:00:00,Annual,From 15 to 24 years,Percentage of population in the labour force,Females,Poland,2023,11.1,,
ESTAT:TESEM140(1.0),14/04/25 23:00:00,Annual,From 15 to 24 years,Percentage of population in the labour force,Females,Poland,2024,10.9,,
ESTAT:TESEM140(1.0),14/04/25 23:00:00,Annual,From 15 to 24 years,Percentage of population in the labour force,Females,Portugal,2009,26.2,,
ESTAT:TESEM140(1.0),14/04/25 23:00:00,Annual,From 15 to 24 years,Percentage of population in the labour force,Females,Portugal,2010,28.7,,
ESTAT:TESEM140(1.0),14/04/25 23:00:00,Annual,From 15 to 24 years,Percentage of population in the labour force,Females,Portugal,2011,31.7,,
ESTAT:TESEM140(1.0),14/04/25 23:00:00,Annual,From 15 to 24 years,Percentage of population in the labour force,Females,Portugal,2012,39.4,,
ESTAT:TESEM140(1.0),14/04/25 23:00:00,Annual,From 15 to 24 years,Percentage of population in the labour force,Females,Portugal,2013,40.1,,
ESTAT:TESEM140(1.0),14/04/25 23:00:00,Annual,From 15 to 24 years,Percentage of population in the labour force,Females,Portugal,2014,35.0,,
ESTAT:TESEM140(1.0),14/04/25 23:00:00,Annual,From 15 to 24 years,Percentage of population in the labour force,Females,Portugal,2015,34.1,,
ESTAT:TESEM140(1.0),14/04/25 23:00:00,Annual,From 15 to 24 years,Percentage of population in the labour force,Females,Portugal,2016,28.6,,
ESTAT:TESEM140(1.0),14/04/25 23:00:00,Annual,From 15 to 24 years,Percentage of population in the labour force,Females,Portugal,2017,25.4,,
ESTAT:TESEM140(1.0),14/04/25 23:00:00,Annual,From 15 to 24 years,Percentage of population in the labour force,Females,Portugal,2018,20.4,,
ESTAT:TESEM140(1.0),14/04/25 23:00:00,Annual,From 15 to 24 years,Percentage of population in the labour force,Females,Portugal,2019,21.4,,
ESTAT:TESEM140(1.0),14/04/25 23:00:00,Annual,From 15 to 24 years,Percentage of population in the labour force,Females,Portugal,2020,24.0,,
ESTAT:TESEM140(1.0),14/04/25 23:00:00,Annual,From 15 to 24 years,Percentage of population in the labour force,Females,Portugal,2021,26.7,,
ESTAT:TESEM140(1.0),14/04/25 23:00:00,Annual,From 15 to 24 years,Percentage of population in the labour force,Females,Portugal,2022,20.5,,
ESTAT:TESEM140(1.0),14/04/25 23:00:00,Annual,From 15 to 24 years,Percentage of population in the labour force,Females,Portugal,2023,20.1,,
ESTAT:TESEM140(1.0),14/04/25 23:00:00,Annual,From 15 to 24 years,Percentage of population in the labour force,Females,Portugal,2024,22.4,,
ESTAT:TESEM140(1.0),14/04/25 23:00:00,Annual,From 15 to 24 years,Percentage of population in the labour force,Females,Romania,2009,24.2,,
ESTAT:TESEM140(1.0),14/04/25 23:00:00,Annual,From 15 to 24 years,Percentage of population in the labour force,Females,Romania,2010,28.1,,
ESTAT:TESEM140(1.0),14/04/25 23:00:00,Annual,From 15 to 24 years,Percentage of population in the labour force,Females,Romania,2011,29.5,,
ESTAT:TESEM140(1.0),14/04/25 23:00:00,Annual,From 15 to 24 years,Percentage of population in the labour force,Females,Romania,2012,29.1,,
ESTAT:TESEM140(1.0),14/04/25 23:00:00,Annual,From 15 to 24 years,Percentage of population in the labour force,Females,Romania,2013,31.1,,
ESTAT:TESEM140(1.0),14/04/25 23:00:00,Annual,From 15 to 24 years,Percentage of population in the labour force,Females,Romania,2014,31.1,,
ESTAT:TESEM140(1.0),14/04/25 23:00:00,Annual,From 15 to 24 years,Percentage of population in the labour force,Females,Romania,2015,29.4,,
ESTAT:TESEM140(1.0),14/04/25 23:00:00,Annual,From 15 to 24 years,Percentage of population in the labour force,Females,Romania,2016,27.3,,
ESTAT:TESEM140(1.0),14/04/25 23:00:00,Annual,From 15 to 24 years,Percentage of population in the labour force,Females,Romania,2017,23.1,,
ESTAT:TESEM140(1.0),14/04/25 23:00:00,Annual,From 15 to 24 years,Percentage of population in the labour force,Females,Romania,2018,20.7,,
ESTAT:TESEM140(1.0),14/04/25 23:00:00,Annual,From 15 to 24 years,Percentage of population in the labour force,Females,Romania,2019,22.0,,
ESTAT:TESEM140(1.0),14/04/25 23:00:00,Annual,From 15 to 24 years,Percentage of population in the labour force,Females,Romania,2020,20.8,,
ESTAT:TESEM140(1.0),14/04/25 23:00:00,Annual,From 15 to 24 years,Percentage of population in the labour force,Females,Romania,2021,21.2,,
ESTAT:TESEM140(1.0),14/04/25 23:00:00,Annual,From 15 to 24 years,Percentage of population in the labour force,Females,Romania,2022,24.9,,
ESTAT:TESEM140(1.0),14/04/25 23:00:00,Annual,From 15 to 24 years,Percentage of population in the labour force,Females,Romania,2023,22.2,,
ESTAT:TESEM140(1.0),14/04/25 23:00:00,Annual,From 15 to 24 years,Percentage of population in the labour force,Females,Romania,2024,25.1,,
ESTAT:TESEM140(1.0),14/04/25 23:00:00,Annual,From 15 to 24 years,Percentage of population in the labour force,Females,Serbia,2010,50.1,,
ESTAT:TESEM140(1.0),14/04/25 23:00:00,Annual,From 15 to 24 years,Percentage of population in the labour force,Females,Serbia,2011,60.0,,
ESTAT:TESEM140(1.0),14/04/25 23:00:00,Annual,From 15 to 24 years,Percentage of population in the labour force,Females,Serbia,2012,59.7,,
ESTAT:TESEM140(1.0),14/04/25 23:00:00,Annual,From 15 to 24 years,Percentage of population in the labour force,Females,Serbia,2013,60.2,,
ESTAT:TESEM140(1.0),14/04/25 23:00:00,Annual,From 15 to 24 years,Percentage of population in the labour force,Females,Serbia,2014,52.3,,
ESTAT:TESEM140(1.0),14/04/25 23:00:00,Annual,From 15 to 24 years,Percentage of population in the labour force,Females,Serbia,2015,50.5,,
ESTAT:TESEM140(1.0),14/04/25 23:00:00,Annual,From 15 to 24 years,Percentage of population in the labour force,Females,Serbia,2016,41.5,,
ESTAT:TESEM140(1.0),14/04/25 23:00:00,Annual,From 15 to 24 years,Percentage of population in the labour force,Females,Serbia,2017,38.1,,
ESTAT:TESEM140(1.0),14/04/25 23:00:00,Annual,From 15 to 24 years,Percentage of population in the labour force,Females,Serbia,2018,33.7,,
ESTAT:TESEM140(1.0),14/04/25 23:00:00,Annual,From 15 to 24 years,Percentage of population in the labour force,Females,Serbia,2019,31.5,,
ESTAT:TESEM140(1.0),14/04/25 23:00:00,Annual,From 15 to 24 years,Percentage of population in the labour force,Females,Serbia,2020,31.0,,
ESTAT:TESEM140(1.0),14/04/25 23:00:00,Annual,From 15 to 24 years,Percentage of population in the labour force,Females,Serbia,2021,28.9,,
ESTAT:TESEM140(1.0),14/04/25 23:00:00,Annual,From 15 to 24 years,Percentage of population in the labour force,Females,Serbia,2022,26.0,,
ESTAT:TESEM140(1.0),14/04/25 23:00:00,Annual,From 15 to 24 years,Percentage of population in the labour force,Females,Serbia,2023,27.0,,
ESTAT:TESEM140(1.0),14/04/25 23:00:00,Annual,From 15 to 24 years,Percentage of population in the labour force,Females,Serbia,2024,23.1,,
ESTAT:TESEM140(1.0),14/04/25 23:00:00,Annual,From 15 to 24 years,Percentage of population in the labour force,Females,Sweden,2005,22.0,,
ESTAT:TESEM140(1.0),14/04/25 23:00:00,Annual,From 15 to 24 years,Percentage of population in the labour force,Females,Sweden,2006,21.5,,
ESTAT:TESEM140(1.0),14/04/25 23:00:00,Annual,From 15 to 24 years,Percentage of population in the labour force,Females,Sweden,2007,19.3,,
ESTAT:TESEM140(1.0),14/04/25 23:00:00,Annual,From 15 to 24 years,Percentage of population in the labour force,Females,Sweden,2008,20.3,,
ESTAT:TESEM140(1.0),14/04/25 23:00:00,Annual,From 15 to 24 years,Percentage of population in the labour force,Females,Sweden,2009,23.3,,
ESTAT:TESEM140(1.0),14/04/25 23:00:00,Annual,From 15 to 24 years,Percentage of population in the labour force,Females,Sweden,2010,23.1,,
ESTAT:TESEM140(1.0),14/04/25 23:00:00,Annual,From 15 to 24 years,Percentage of population in the labour force,Females,Sweden,2011,21.7,,
ESTAT:TESEM140(1.0),14/04/25 23:00:00,Annual,From 15 to 24 years,Percentage of population in the labour force,Females,Sweden,2012,21.7,,
ESTAT:TESEM140(1.0),14/04/25 23:00:00,Annual,From 15 to 24 years,Percentage of population in the labour force,Females,Sweden,2013,21.8,,
ESTAT:TESEM140(1.0),14/04/25 23:00:00,Annual,From 15 to 24 years,Percentage of population in the labour force,Females,Sweden,2014,20.9,,
ESTAT:TESEM140(1.0),14/04/25 23:00:00,Annual,From 15 to 24 years,Percentage of population in the labour force,Females,Sweden,2015,19.0,,
ESTAT:TESEM140(1.0),14/04/25 23:00:00,Annual,From 15 to 24 years,Percentage of population in the labour force,Females,Sweden,2016,16.8,,
ESTAT:TESEM140(1.0),14/04/25 23:00:00,Annual,From 15 to 24 years,Percentage of population in the labour force,Females,Sweden,2017,16.4,,
ESTAT:TESEM140(1.0),14/04/25 23:00:00,Annual,From 15 to 24 years,Percentage of population in the labour force,Females,Sweden,2018,15.9,,
ESTAT:TESEM140(1.0),14/04/25 23:00:00,Annual,From 15 to 24 years,Percentage of population in the labour force,Females,Sweden,2019,19.1,,
ESTAT:TESEM140(1.0),14/04/25 23:00:00,Annual,From 15 to 24 years,Percentage of population in the labour force,Females,Sweden,2020,22.6,,
ESTAT:TESEM140(1.0),14/04/25 23:00:00,Annual,From 15 to 24 years,Percentage of population in the labour force,Females,Sweden,2021,24.1,,
ESTAT:TESEM140(1.0),14/04/25 23:00:00,Annual,From 15 to 24 years,Percentage of population in the labour force,Females,Sweden,2022,23.5,,
ESTAT:TESEM140(1.0),14/04/25 23:00:00,Annual,From 15 to 24 years,Percentage of population in the labour force,Females,Sweden,2023,21.6,,
ESTAT:TESEM140(1.0),14/04/25 23:00:00,Annual,From 15 to 24 years,Percentage of population in the labour force,Females,Sweden,2024,23.6,,
ESTAT:TESEM140(1.0),14/04/25 23:00:00,Annual,From 15 to 24 years,Percentage of population in the labour force,Females,Slovenia,2009,13.5,,
ESTAT:TESEM140(1.0),14/04/25 23:00:00,Annual,From 15 to 24 years,Percentage of population in the labour force,Females,Slovenia,2010,13.8,,
ESTAT:TESEM140(1.0),14/04/25 23:00:00,Annual,From 15 to 24 years,Percentage of population in the labour force,Females,Slovenia,2011,17.0,,
ESTAT:TESEM140(1.0),14/04/25 23:00:00,Annual,From 15 to 24 years,Percentage of population in the labour force,Females,Slovenia,2012,21.4,,
ESTAT:TESEM140(1.0),14/04/25 23:00:00,Annual,From 15 to 24 years,Percentage of population in the labour force,Females,Slovenia,2013,23.7,,
